   0	1.000000000	-4.000000000	5.000000000
   1	0.854000000	-3.224800000	5.000000000
   2	0.790400000	-2.949400000	5.000000000
   3	0.722350000	-2.742000000	5.000000000
   4	0.672800000	-2.620400000	5.000000000
   5	0.618800000	-2.530000000	5.000000000
   6	0.576550000	-2.444800000	5.000000000
   7	0.533000000	-2.402000000	5.000000000
   8	0.515250000	-2.414000000	5.000000000
   9	0.478100000	-2.367000000	5.000000000
  10	0.469750000	-2.362600000	5.000000000
  11	0.455550000	-2.370200000	5.000000000
  12	0.434750000	-2.314800000	5.000000000
  13	0.409550000	-2.295400000	5.000000000
  14	0.384750000	-2.293200000	5.000000000
  15	0.367650000	-2.250600000	5.000000000
  16	0.348300000	-2.254600000	5.000000000
  17	0.336950000	-2.271600000	5.000000000
  18	0.330150000	-2.279600000	5.000000000
  19	0.328500000	-2.267800000	5.000000000
  20	0.321150000	-2.261000000	5.000000000
  21	0.301600000	-2.317000000	5.000000000
  22	0.292250000	-2.283600000	5.000000000
  23	0.295700000	-2.253000000	5.000000000
  24	0.284400000	-2.280600000	5.000000000
  25	0.263000000	-2.234800000	5.000000000
  26	0.254150000	-2.232200000	5.000000000
  27	0.230400000	-2.191000000	5.000000000
  28	0.220900000	-2.200800000	5.000000000
  29	0.219050000	-2.238200000	5.000000000
  30	0.206200000	-2.222800000	5.000000000
  31	0.190400000	-2.224400000	5.000000000
  32	0.181450000	-2.212200000	5.000000000
  33	0.186150000	-2.193600000	5.000000000
  34	0.177650000	-2.233600000	5.000000000
  35	0.164400000	-2.198000000	5.000000000
  36	0.143650000	-2.208800000	5.000000000
  37	0.126100000	-2.243200000	5.000000000
  38	0.126500000	-2.264000000	5.000000000
  39	0.130700000	-2.253800000	5.000000000
  40	0.113150000	-2.247600000	5.000000000
  41	0.101250000	-2.243000000	5.000000000
  42	0.100900000	-2.229800000	5.000000000
  43	0.094300000	-2.248800000	5.000000000
  44	0.102000000	-2.244800000	5.000000000
  45	0.108050000	-2.214600000	5.000000000
  46	0.096600000	-2.205200000	5.000000000
  47	0.086800000	-2.199000000	5.000000000
  48	0.093400000	-2.205400000	5.000000000
  49	0.100800000	-2.253400000	5.000000000
  50	0.102800000	-2.210000000	5.000000000
  51	0.098550000	-2.234200000	5.000000000
  52	0.091950000	-2.222800000	5.000000000
  53	0.076800000	-2.205200000	5.000000000
  54	0.076700000	-2.248800000	5.000000000
  55	0.079750000	-2.221200000	5.000000000
  56	0.082000000	-2.181600000	5.000000000
  57	0.052900000	-2.181600000	5.000000000
  58	0.039550000	-2.214000000	5.000000000
  59	0.033050000	-2.212000000	5.000000000
  60	0.032700000	-2.189200000	5.000000000
  61	0.020950000	-2.244400000	5.000000000
  62	0.019200000	-2.213600000	5.000000000
  63	0.010250000	-2.205800000	5.000000000
  64	0.002750000	-2.194400000	5.000000000
  65	-0.000200000	-2.173000000	5.000000000
  66	-0.012250000	-2.193000000	5.000000000
  67	-0.004750000	-2.173000000	5.000000000
  68	0.002950000	-2.177200000	5.000000000
  69	0.000550000	-2.216800000	5.000000000
  70	0.028500000	-2.194400000	5.000000000
  71	0.019900000	-2.223000000	5.000000000
  72	0.007000000	-2.186200000	5.000000000
  73	0.006800000	-2.203600000	5.000000000
  74	0.001100000	-2.200600000	5.000000000
  75	-0.005350000	-2.244400000	5.000000000
  76	-0.004650000	-2.216000000	5.000000000
  77	-0.013550000	-2.182800000	5.000000000
  78	-0.008250000	-2.203000000	5.000000000
  79	-0.018950000	-2.183600000	5.000000000
  80	-0.021900000	-2.176600000	5.000000000
  81	-0.010100000	-2.220600000	5.000000000
